#Urano/Paraná-XVb LT 7 Set 2018 (1211 m)
# t(s)	h (m)
70.7	638.8608
70.75	638.556
70.8	638.8608
70.85	638.556
70.9	638.8608
70.95	639.1656
71	640.6896
71.05	640.6896
71.1	640.9944
71.15	640.9944
71.2	640.9944
71.25	640.3848
71.3	639.4704
71.35	638.556
71.4	637.9464
71.45	636.7272
71.5	635.508
71.55	634.8984
71.6	633.3744
71.65	633.0696
71.7	631.8504
71.75	630.3264
71.8	629.1072
71.85	628.1928
71.9	627.2784
71.95	626.0592
72	625.4496
72.05	624.84
72.1	623.9256
72.15	622.7064
72.2	622.0968
72.25	619.9632
72.3	620.268
72.35	619.6584
72.4	619.6584
72.45	618.744
72.5	618.4392
72.55	618.4392
72.6	618.1344
72.65	617.8296
72.7	617.22
72.75	616.6104
72.8	616.6104
72.85	616.0008
72.9	615.696
72.95	616.0008
73	615.696
73.05	616.3056
73.1	615.696
73.15	616.0008
73.2	616.0008
73.25	615.3912
73.3	615.0864
73.35	614.4768
73.4	614.172
73.45	613.8672
73.5	614.4768
73.55	612.648
73.6	611.4288
73.65	610.8192
73.7	609.2952
73.75	608.3808
73.8	608.3808
73.85	607.7712
73.9	608.076
73.95	608.076
74	607.7712
74.05	608.3808
74.1	608.3808
74.15	608.9904
74.2	608.3808
74.25	608.6856
74.3	608.3808
74.35	606.552
74.4	605.3328
74.45	603.504
74.5	602.2848
74.55	600.7608
74.6	599.8464
74.65	598.6272
74.7	597.1032
74.75	595.884
74.8	595.2744
74.85	593.7504
74.9	594.0552
74.95	592.836
75	591.9216
75.05	591.312
75.1	590.7024
75.15	590.0928
75.2	589.1784
75.25	589.788
75.3	588.8736
75.35	588.264
75.4	587.6544
75.45	587.0448
75.5	586.4352
75.55	586.1304
